beerName,description
"Very Hazy","Tasted from can. Pours a murky orange with thick white head. Aroma is tropical fruits with some grapefruit. Extremely well balanced. Excellent tasting that goes down way too easy. Huge tropical fruit flavor with mango, papaya, pineapple and also some tangerine. Incredible imperial IPA."
"Very Hazy",Fantastic
"Very Hazy","All around amazing. One of the best in the world imo.  Perfect balance of bitterness and flavor."
"Very Hazy","This is the king of NE IPAs in my opinion. Hazy, light orange appearance and bursting with fruit flavor. I get grapefruit, pineapple, passion fruit, and tangerines. Nice mix of citrus and tropical. Full mouth feel, and just the right balance of sweet and bitter. This is worth trading for."
"Very Hazy","For the hype...meh"
"Very Hazy","Just another outstanding beer from Treehouse.  Full of citrus - juicy goodness. Smooth and easy to drink - no boozyness at all.  Bursting with flavor.  Not easy to get but worth the effort."
"Very Hazy","Holy shit!!!!"
"Very Hazy","Reviewed on 4/10/17"
"Very Hazy","Without question, one of the best beers I've ever had.  Full smooth mouthfeel beyond compare; pours beautifully within a very hazy orange spectrum and mellows nicely after opening; a perfect mix of sweet fruits and bitterness that kept me coming back for more.  Limited offerings make this a fanatical must have.  The DIPA world has met its match !"
"Very Hazy","Thank you to Drew for making the dream of VH a reality! Incredible stonefruit profile with beautiful resinous nose and decadent mouthfeel. Phenomenal."
"Very Hazy","What more could I possibly add to make people know that this beer is a must try/bucket list beer? Pours, well, hazy. Smells like something you should be enjoying on a tropical beach. As far the taste, you already know it's as close to perfect as you can get. Typical soft and juicy mouth feel that you'd expect from Tree House.  "
"Very Hazy","Canned 3/23/17; drank 4/3/17 @ the Yarchives. "
"Very Hazy","Favorite Tree House to date."
"Very Hazy","Most drinkable DIPA I've ever had.  cloudy and citrusy hops like swish but the drinkability of ALL Day IPA.  This is ridiculously good. Hides the heat better than any beer I've ever had"
"Very Hazy","Canned a week and a half ago.  Tulip glass."
"Very Hazy","This is absolutely excellent. It holds all of the characteristics that make Tree House great. This is hazy, super aromatic, love that bubblegum taste from TH, flavorful, packs a punch without overpowering. Delicious!"
"Very Hazy","I feel blessed that there were surprise cans (two) at the end of the line to go with the daily offering. Pours thick into a deep, cloudy orange, with almost a little grey to it – like orange fog. The head dies down quickly leaving tight lacing along the sides. Very small bubbles of carbonation. Solid hop foundation with layers of subtle top notes – they reveal themselves as they moves around my tongue. Mango and orange highs, with some notes of grass, hay, and earth, with some rising bread dough mixed in – yet none of these flavors dominates. So soft and smooth – even with the higher abv there's only a little alcohol bite. This one really makes me slow down and savor it as it deserves."
"Very Hazy","Treehouse V Hazy, thanks for the share Josh."
"Very Hazy","Canned 3/23/17."
"Very Hazy","A 16 oz can poured into a Tree House teku. The date was smudged but it looks like 3-23-17. "
"Very Hazy","This is treehouse's best beer. The look of this beer was like straight up peach/orange juice. Smell was of peaches,mango, pineapple. The taste and mouthfeel were exceptional. It's like drinking a thick pillowy cloud of peaches, oranges, mango, pineapple. This improves an already great beer in Haze. Amazing"
"Very Hazy","I like regular Haze but it isn't amongst my favorite TH beers so I didn't expect this version to completely blow my mind. But it did. "
"Very Hazy","Poured into a TH tulip at BTs Smokehouse about 15 minutes after picking up at the brewery.  Very Hazy is aptly named, about a finger and a half of big bubbles in the head and beautiful lacing.  Aside from the bubbles, looks like orange juice in the glass.  Smells like tropical fruit and citrus....quite strongly.  Tastes incredible, very hop forward citrusy and tropical.  Its balanced with a slight biterness on the back end, no alcohol tasted in this at all....very dangerous at 8.6%, and I mean that in the best way possible.  Another wonderful offering from the best brewery I've had the pleasure of visiting."
"Very Hazy","I like haze. Its one of the better treehouse beers. I expected to LOVE this beer but came away thinking it was kind of meh. It has a peachy nose and some peach/ pasonfruit vibes but doesn't do it for me. It also doesn't feel as creamy as it should. Flavour isn't there. Honestly, I'd skip this one."
"Very Hazy","This beer made me fall in love with Treehouse.  It ruined any beer that wasn't Treehouse to just be ehh."
"Very Hazy","Look: orange sherbert, 1inch creamy white head... light orangish yellow, really gorgeous "
"Very Hazy","hazy as it is named. Mango, pineapple, glorious fruit bomb with the distinguished soft fluffy feel of all TH brews. Glass lacing from top to bottom. These people nail it every time. Great job again Nate"
"Very Hazy","Canned 02-18-16. Drank 02-20-16. Juicy, creamy & wonderful. No sign of abv. Fantastic IIPA."
"Very Hazy","Favorite double IPA in the world"
"Very Hazy","This is the best beer I've ever had.  Absolute perfection.  Since we're all incredible beer snobs now, we can still find something to nitpick about a a King Julius or a Very Green, but not this one.  It is simply perfect.  Mango, pineapple, Guava, dank, turbidity, pillowy, hazy, whatever.  Incredible."
"Very Hazy","The best of Tree House's offerings.  Even after about 6 weeks it was better than anytjing else fresh."
"Very Hazy","Can poured into tulip."
"Very Hazy","A: Full yellow haze, white head."
"Very Hazy","This might just be the greatest beer that Tree House has ever had and that I have every tasted. This beer is perfectly named with a truly opaque murkiness. Incredible head/lacing, a bouquet tropical aromatics that smells like fresh blended juices. I get a lot of guava, papaya, passionfruit, and pineapple. There is a ever so slight hop/bitterness note towards the end that sparks and sizzles. There are so many layers of complexity that it is rather difficult to capture solely with words. Drink fresh. Cheers to the many blessings Tree House has bestowed upon me."
"Very Hazy","What can I say -  Its Tree House for god sake."
"Very Hazy","Very hazy (hurr), very little head. Fresh, tropical smell. Feels thick, almost. Almost no alcohol taste (some at the end), sweet fruits, mostly tropical pineapple and mango, slightly resinous."
"Very Hazy","Huge thank you to Mark for sharing this treat."
"Very Hazy","Poured from a 16oz can dated 6-20-16"
"Very Hazy","I love Haze and Very Hazy just pushes the limit on everything wonderful about it. Awesome strong peach nose, classic Tree House mouth feel, and no sense of the alcohol for an 8+% beer. Wonderful"
"Very Hazy","750 ml swing top poured into rocks glass."
"Very Hazy","Absolutely incredible. No booze presence. Beautiful combination of grapefruit and tropical notes. Mouthfeel is perfect. Not too sweet, soft carbonation. Great juicy aroma. Easily one of the best beers I have ever had"
"Very Hazy","Easily the best beer from TreeHouse. Its just delicious, every time i drink this beer, i cant wait for the next sip of hoppy sweetness bitter creamy goodness."
